id_clase,elevacion,signatura
4,90,0.542707 0.549604 0.557316 0.565816 0.574179 0.582748 0.593327 0.604418 0.616369 0.626487 0.637475 0.650268 0.664248 0.678784 0.6934 0.709576 0.725481 0.739637 0.753434 0.766351 0.779994 0.792765 0.803736 0.814122 0.826421 0.838045 0.84859 0.858798 0.868023 0.876285 0.883471 0.889188 0.893827 0.897389 0.900061 0.898893 0.896663 0.893222 0.889058 0.884856 0.881139 0.877511 0.874382 0.871748 0.869188 0.866931 0.864878 0.863204 0.861887 0.860721 0.860065 0.859658 0.859648 0.859647 0.859884 0.86056 0.861143 0.862236 0.86353 0.864901 0.866817 0.868986 0.871305 0.874269 0.877413 0.880578 0.884088 0.888061 0.892168 0.896749 0.90112 0.904679 0.907593 0.909223 0.908398 0.903483 0.894413 0.883213 0.869881 0.854416 0.836058 0.816186 0.79632 0.77588 0.754243 0.7341 0.71783 0.705434 0.694764 0.687007 0.681865 0.680476 0.680818 0.681692 0.683673 0.687903 0.692317 0.696255 0.697974 0.698416 0.696964 0.693912 0.68831 0.681704 0.674377 0.666229 0.657306 0.648006 0.638574 0.630741 0.623575 0.616499 0.609641 0.603497 0.597975 0.592675 0.5874 0.5823 0.57752 0.572919 0.568743 0.564752 0.560538 0.556437 0.552076 0.547871 0.543932 0.540551 0.53736 0.534115 0.531282 0.528398 0.525713 0.523838 0.522113 0.520972 0.519772 0.518741 0.517821 0.517106 0.516524 0.515931 0.515709 0.515852 0.516001 0.516503 0.516904 0.517566 0.51837 0.519389 0.520478 0.521843 0.523534 0.525271 0.527164 0.529187 0.531438 0.534097 0.536941 0.539948 0.542814 0.545517 0.547836 0.549648 0.551066 0.551979 0.551938 0.550156 0.54638 0.541029 0.534309 0.526214 0.517037 0.507162 0.496573 0.485277 0.473561 0.461467 0.449816 0.43923 0.429402 0.420602 0.413119 0.406948 0.401777 0.397615 0.394452 0.392344 0.391812 0.392918 0.395656 0.399715 0.404532 0.41048 0.417469 0.425597 0.434596 0.445401 0.457011 0.469487 0.483257 0.497649 0.51348 0.530619 0.548843 0.568249 0.589808 0.612893 0.63764 0.664468 0.694859 0.727565 0.759633 0.790542 0.819875 0.84661 0.870898 0.891498 0.909104 0.923092 0.933494 0.939051 0.940051 0.939887 0.93853 0.936728 0.935134 0.933693 0.932549 0.931965 0.931446 0.931122 0.930969 0.931352 0.931983 0.933039 0.933899 0.935226 0.936922 0.938902 0.941122 0.943762 0.946942 0.950213 0.953791 0.957648 0.961634 0.96637 0.971522 0.976734 0.982424 0.987951 0.992755 0.996662 1 0.998457 0.993523 0.985542 0.974617 0.961275 0.944677 0.926028 0.906573 0.88615 0.863729 0.839534 0.816896 0.79548 0.77552 0.75644 0.738181 0.721938 0.705038 0.688037 0.671537 0.656988 0.643806 0.632579 0.622931 0.613768 0.604159 0.594672 0.585585 0.578063 0.569535 0.561396 0.55335 0.545902 0.538988 0.530885 0.521829 0.504595 0.487791 0.471262 0.454886 0.440172 0.425711 0.4114 0.397273 0.383221 0.370444 0.359139 0.35739 0.355382 0.353225 0.351265 0.349383 0.347578 0.346134 0.344824 0.343798 0.342853 0.342071 0.341585 0.341428 0.341578 0.341616 0.341784 0.341801 0.341303 0.340497 0.339398 0.33822 0.336862 0.335876 0.335191 0.334586 0.33437 0.333924 0.333923 0.334414 0.335156 0.336023 0.337288 0.338879 0.340623 0.343931 0.351879 0.361841 0.373271 0.384566 0.39586 0.407447 0.419736 0.432164 0.444659 0.456852 0.467583 0.474071 0.479675 0.484212 0.48882 0.493828 0.498963 0.504225 0.509317 0.51448 0.520212 0.527853 0.535633
4,90,0.539085 0.548309 0.557687 0.567293 0.577398 0.586773 0.59577 0.604983 0.616899 0.62874 0.639917 0.6517 0.665305 0.6824 0.700446 0.719531 0.740904 0.76366 0.788838 0.811665 0.834251 0.857026 0.878794 0.897761 0.912459 0.924267 0.933218 0.939419 0.943077 0.942665 0.940477 0.937437 0.933344 0.928379 0.923467 0.918565 0.914435 0.910656 0.906896 0.90351 0.900617 0.898219 0.895847 0.893623 0.892109 0.890832 0.889696 0.888764 0.887959 0.887705 0.887784 0.888101 0.888514 0.889306 0.890357 0.891354 0.892745 0.894479 0.896619 0.899271 0.901971 0.904935 0.908156 0.911659 0.915663 0.919957 0.925031 0.929483 0.933257 0.936089 0.936713 0.935103 0.932431 0.926821 0.91715 0.905321 0.89191 0.876578 0.860336 0.837811 0.813802 0.789845 0.767147 0.745116 0.725515 0.709575 0.695424 0.682451 0.670621 0.659957 0.65618 0.653779 0.651878 0.650492 0.648999 0.646788 0.641977 0.636133 0.629567 0.622491 0.614331 0.605486 0.596776 0.588484 0.579955 0.571037 0.562511 0.556259 0.55039 0.544895 0.538997 0.533835 0.528901 0.524114 0.519765 0.514633 0.509688 0.504895 0.500004 0.495106 0.490367 0.48634 0.482292 0.478539 0.475 0.471621 0.469145 0.46698 0.46498 0.463399 0.461937 0.460641 0.45929 0.458285 0.45745 0.456505 0.455736 0.455283 0.454943 0.454587 0.454325 0.454265 0.454372 0.454609 0.455012 0.455468 0.456047 0.456658 0.457331 0.458221 0.459308 0.460496 0.462013 0.463405 0.465204 0.467152 0.469361 0.471895 0.47471 0.477616 0.480593 0.483863 0.487343 0.490971 0.494729 0.498629 0.502073 0.505011 0.507576 0.509632 0.511392 0.512436 0.512402 0.511038 0.508277 0.504727 0.49979 0.494062 0.488222 0.482503 0.476968 0.471585 0.466685 0.462808 0.460913 0.460402 0.461561 0.464693 0.469867 0.476753 0.485077 0.494817 0.505047 0.517067 0.530336 0.544222 0.559604 0.576001 0.593421 0.611803 0.631655 0.65258 0.67472 0.699712 0.725966 0.754187 0.783704 0.812231 0.839666 0.865174 0.888247 0.907924 0.924786 0.938767 0.948903 0.955749 0.95866 0.958309 0.956917 0.9545 0.951679 0.949191 0.947009 0.945176 0.943603 0.942346 0.941194 0.940586 0.940469 0.940629 0.940947 0.941576 0.942457 0.943682 0.945165 0.946738 0.948639 0.951057 0.953662 0.956236 0.959195 0.962645 0.966659 0.970681 0.975212 0.980119 0.985311 0.990491 0.99462 0.997921 1 0.997964 0.992471 0.983812 0.972148 0.957373 0.939489 0.919124 0.896569 0.872592 0.847431 0.821717 0.797654 0.774878 0.753699 0.733729 0.715273 0.69832 0.681627 0.666083 0.651658 0.638035 0.624941 0.61295 0.601714 0.590665 0.580656 0.570778 0.561096 0.552728 0.544484 0.536674 0.527369 0.51686 0.502932 0.489159 0.475955 0.462892 0.450273 0.43819 0.425853 0.413828 0.401818 0.391866 0.384097 0.38015 0.376642 0.373213 0.370033 0.367007 0.363813 0.361248 0.359035 0.357118 0.355411 0.353784 0.352696 0.351796 0.350956 0.349991 0.348977 0.348295 0.347695 0.347178 0.346828 0.346561 0.346378 0.345659 0.345021 0.344301 0.343943 0.343886 0.343907 0.344103 0.344124 0.344307 0.344569 0.344912 0.345619 0.346548 0.347742 0.348944 0.350221 0.351626 0.353017 0.354742 0.356619 0.358857 0.361659 0.36679 0.373977 0.382114 0.391139 0.40083 0.410781 0.420992 0.431228 0.441607 0.452293 0.462531 0.470695 0.476782 0.482607 0.488276 0.49401 0.500175 0.506827 0.514211 0.522036 0.53034
4,90,0.518225 0.525733 0.533713 0.541858 0.550784 0.560791 0.570419 0.580892 0.593081 0.604913 0.618824 0.636391 0.654201 0.672375 0.69339 0.713753 0.736154 0.759598 0.783185 0.805689 0.829291 0.8512 0.86959 0.887903 0.904598 0.917297 0.92902 0.936408 0.941388 0.943899 0.944682 0.943588 0.940968 0.937381 0.932868 0.928424 0.924106 0.920281 0.916823 0.913591 0.910721 0.908142 0.905817 0.904021 0.902333 0.901094 0.899958 0.899163 0.898444 0.898199 0.898216 0.898366 0.899039 0.899949 0.900969 0.902222 0.903861 0.905927 0.908232 0.910807 0.913754 0.916812 0.920465 0.924267 0.92829 0.931855 0.934649 0.936513 0.936267 0.933853 0.928348 0.92069 0.911786 0.900838 0.88582 0.869162 0.851455 0.832959 0.813573 0.795796 0.779818 0.766568 0.754849 0.743993 0.734051 0.725619 0.716862 0.708014 0.699424 0.691389 0.683243 0.674415 0.664025 0.652346 0.639982 0.627759 0.616608 0.606232 0.596857 0.588527 0.580583 0.571905 0.563146 0.555662 0.549525 0.543774 0.537888 0.532399 0.527282 0.522579 0.517914 0.513539 0.509881 0.50606 0.501868 0.497564 0.493405 0.489264 0.485297 0.481317 0.476978 0.472614 0.468259 0.463879 0.460443 0.457493 0.454585 0.451837 0.449457 0.447485 0.445838 0.444597 0.443439 0.442445 0.441767 0.441062 0.440483 0.440072 0.439829 0.439886 0.440107 0.440489 0.440786 0.441007 0.441391 0.441855 0.442669 0.443866 0.444957 0.4462 0.447661 0.449128 0.450628 0.452525 0.454653 0.456373 0.457689 0.4585 0.458894 0.459041 0.458763 0.456767 0.453273 0.448536 0.442434 0.435766 0.429158 0.42276 0.416568 0.410485 0.404599 0.398822 0.394736 0.392548 0.391988 0.393054 0.395116 0.397933 0.40176 0.406291 0.411549 0.417834 0.424821 0.432255 0.440147 0.448195 0.457033 0.466031 0.47583 0.485845 0.496673 0.508294 0.520498 0.533249 0.547539 0.56243 0.578215 0.594645 0.613013 0.632418 0.65354 0.6761 0.700896 0.727197 0.756433 0.786932 0.81673 0.845992 0.873146 0.89735 0.918794 0.936859 0.951855 0.962934 0.970576 0.97391 0.973411 0.971895 0.96901 0.966161 0.963341 0.96084 0.958717 0.956867 0.955137 0.95393 0.952935 0.952322 0.951988 0.951945 0.952065 0.952722 0.95347 0.954734 0.956062 0.957816 0.959735 0.962093 0.964647 0.967443 0.970796 0.974633 0.978622 0.983047 0.987669 0.992317 0.99605 0.999001 1 0.997539 0.992128 0.982421 0.969344 0.953691 0.934496 0.913306 0.889954 0.865523 0.839328 0.813589 0.788868 0.765127 0.743865 0.724162 0.705359 0.688379 0.671363 0.655474 0.640418 0.62677 0.613033 0.60096 0.589667 0.578822 0.568157 0.558219 0.54847 0.539727 0.531108 0.522898 0.515092 0.507977 0.500991 0.493189 0.484233 0.474371 0.463064 0.452041 0.440885 0.430312 0.420151 0.410138 0.400407 0.390691 0.382195 0.375283 0.370105 0.366761 0.363952 0.361653 0.35943 0.357095 0.354977 0.352703 0.350768 0.349132 0.347835 0.346504 0.345253 0.344169 0.34316 0.342444 0.34188 0.341395 0.341028 0.340553 0.340199 0.339923 0.340001 0.34016 0.340399 0.340555 0.340577 0.340767 0.341036 0.341687 0.34235 0.34321 0.344151 0.345114 0.346292 0.348085 0.350664 0.353866 0.357056 0.36087 0.365483 0.372101 0.379518 0.387211 0.395546 0.404028 0.412264 0.420028 0.426966 0.433859 0.440462 0.44651 0.451207 0.455387 0.45967 0.463721 0.467886 0.471884 0.476227 0.482157 0.48886 0.495746 0.503101 0.510593
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
5,40,0.784427 0.778027 0.773425 0.770607 0.769563 0.76996 0.771355 0.773717 0.776378 0.779255 0.782446 0.785854 0.789366 0.791815 0.793377 0.794294 0.794268 0.793588 0.791318 0.788311 0.784645 0.780038 0.774771 0.768954 0.763171 0.757826 0.752677 0.747949 0.7433 0.739203 0.735204 0.731411 0.728005 0.724802 0.721804 0.719166 0.716729 0.714496 0.712186 0.710202 0.708633 0.70738 0.706338 0.705507 0.704889 0.704484 0.704351 0.704137 0.704142 0.704561 0.70434 0.703259 0.701525 0.698931 0.695158 0.689356 0.681715 0.672502 0.66207 0.650975 0.639302 0.62798 0.617067 0.606351 0.596757 0.588747 0.583168 0.57947 0.577685 0.577813 0.578998 0.581237 0.584366 0.588545 0.593767 0.599309 0.605344 0.611554 0.618252 0.625121 0.632506 0.640058 0.648133 0.656369 0.66513 0.674435 0.684288 0.694377 0.705018 0.716288 0.728118 0.740583 0.754041 0.768141 0.783691 0.799147 0.813676 0.827354 0.84019 0.852008 0.862225 0.870775 0.877246 0.881881 0.884424 0.884564 0.883366 0.881797 0.879851 0.877311 0.874359 0.871722 0.869509 0.867554 0.865765 0.864288 0.863093 0.862164 0.861475 0.860943 0.860689 0.860939 0.861309 0.861849 0.862711 0.863627 0.865054 0.866602 0.868671 0.870889 0.873001 0.873745 0.872893 0.870925 0.867515 0.862683 0.856791 0.849488 0.84083 0.830793 0.819631 0.807827 0.796515 0.785697 0.775313 0.765559 0.757495 0.750902 0.745934 0.742658 0.74117 0.74165 0.743387 0.747105 0.752803 0.760279 0.769232 0.778956 0.789673 0.800612 0.812572 0.825233 0.838503 0.852423 0.866114 0.878514 0.889482 0.899442 0.907979 0.914846 0.920667 0.924817 0.927291 0.928004 0.927419 0.925917 0.924576 0.923163 0.921962 0.920279 0.917754 0.914353 0.910067 0.90489 0.898815 0.891836 0.884015 0.875275 0.866281 0.856394 0.846371 0.836571 0.827393 0.818727 0.810325 0.802425 0.794934 0.787869 0.781287 0.774889 0.768773 0.763124 0.757931 0.752993 0.748246 0.743935 0.739682 0.735718 0.731949 0.728375 0.725001 0.722016 0.719456 0.7171 0.714773 0.712649 0.710729 0.709148 0.707767 0.706587 0.705877 0.705383 0.705106 0.704819 0.704745 0.704883 0.705533 0.706399 0.707481 0.70878 0.71039 0.711954 0.713726 0.715704 0.717888 0.720606 0.72353 0.726518 0.729711 0.733107 0.736888 0.741129 0.745565 0.750407 0.755445 0.760908 0.766598 0.772728 0.77915 0.785762 0.792294 0.797886 0.80247 0.806314 0.809295 0.810427 0.80949 0.807167 0.802768 0.796715 0.788843 0.78023 0.771169 0.761562 0.751492 0.740876 0.730912 0.72198 0.712503 0.704032 0.696159 0.688926 0.681539 0.674711 0.668177 0.662131 0.656325 0.65098 0.645574 0.640985 0.636647 0.632441 0.628372 0.624547 0.620883 0.61764 0.614616 0.611701 0.609021 0.606359 0.604104 0.602088 0.600756 0.600478 0.601141 0.602495 0.608996 0.620323 0.637893 0.658602 0.680583 0.703558 0.727068 0.749989 0.772478 0.794492 0.816096 0.832845 0.845071 0.851988 0.855823 0.859351 0.862335 0.864966 0.868025 0.871408 0.875119 0.879399 0.883948 0.888538 0.893345 0.898989 0.904719 0.910236 0.916332 0.922679 0.929708 0.936979 0.944695 0.952484 0.960574 0.968875 0.976247 0.982742 0.988594 0.993213 0.996837 0.998859 1 0.999521 0.998465 0.996463 0.993076 0.989452 0.985741 0.980898 0.974164 0.965639 0.955883 0.943857 0.930602 0.91616 0.900485 0.883667 0.866008 0.847881 0.830807 0.815984 0.803399 0.792615
5,40,0.784181 0.777425 0.772832 0.769613 0.768611 0.768986 0.770733 0.773155 0.775795 0.778745 0.781915 0.785267 0.788828 0.791374 0.793279 0.794244 0.794558 0.793629 0.791967 0.7891 0.785485 0.781209 0.776102 0.770338 0.764762 0.759375 0.754281 0.74906 0.744258 0.739658 0.735807 0.732152 0.728697 0.725312 0.722126 0.719143 0.716364 0.713925 0.71201 0.710281 0.708491 0.706914 0.705553 0.704407 0.70378 0.703366 0.703224 0.703304 0.703606 0.703737 0.703024 0.701937 0.699989 0.697391 0.694139 0.688858 0.68155 0.672675 0.661944 0.650547 0.638878 0.627781 0.616874 0.606373 0.596783 0.588252 0.582155 0.578126 0.576007 0.576135 0.577321 0.579559 0.582688 0.586866 0.592087 0.597629 0.603286 0.609117 0.615815 0.622684 0.630069 0.637621 0.645696 0.654302 0.663064 0.67237 0.682224 0.692691 0.70371 0.714981 0.726812 0.739278 0.752737 0.766837 0.781579 0.796967 0.811497 0.825177 0.838017 0.849931 0.860326 0.869146 0.875879 0.880523 0.883199 0.88379 0.882812 0.88147 0.879538 0.877167 0.874298 0.871505 0.869046 0.867035 0.8653 0.86372 0.862542 0.861495 0.860705 0.860295 0.86 0.860192 0.860654 0.861278 0.861977 0.863122 0.864781 0.866577 0.868664 0.870542 0.872302 0.873238 0.872586 0.870565 0.867111 0.86255 0.856973 0.850015 0.841922 0.832672 0.822023 0.810516 0.798967 0.78812 0.777765 0.768041 0.759607 0.752328 0.74685 0.742834 0.740957 0.740891 0.742446 0.745972 0.751263 0.758399 0.76737 0.777261 0.787806 0.799128 0.811103 0.823151 0.836785 0.850922 0.86484 0.877544 0.888948 0.898922 0.907474 0.914722 0.920194 0.924361 0.927135 0.927884 0.927329 0.925848 0.924081 0.922614 0.921436 0.920157 0.918003 0.914967 0.910705 0.905552 0.899485 0.892522 0.884656 0.876618 0.867663 0.857802 0.847424 0.837406 0.828167 0.819162 0.810661 0.802426 0.794821 0.788063 0.781207 0.774481 0.768226 0.762432 0.756812 0.751461 0.746763 0.74226 0.738518 0.734708 0.730742 0.727185 0.724177 0.721367 0.718759 0.716525 0.714152 0.712082 0.710219 0.708518 0.707149 0.70598 0.705013 0.70453 0.704264 0.704215 0.704384 0.70477 0.705423 0.706353 0.707215 0.708297 0.709599 0.711437 0.713214 0.715197 0.717385 0.719918 0.722661 0.725611 0.728698 0.732157 0.735816 0.74002 0.744309 0.748795 0.753697 0.758798 0.76419 0.770136 0.776526 0.783371 0.789962 0.795896 0.800825 0.804812 0.808144 0.809782 0.809578 0.807304 0.803268 0.797158 0.789771 0.781259 0.771818 0.762211 0.752142 0.741526 0.731186 0.721495 0.71283 0.704382 0.696927 0.68931 0.681966 0.675513 0.669231 0.663179 0.657365 0.65209 0.646972 0.642084 0.637344 0.632761 0.628682 0.624799 0.621002 0.617489 0.614234 0.611307 0.608185 0.605595 0.603053 0.601391 0.60041 0.600116 0.600761 0.602741 0.60837 0.61957 0.636262 0.657506 0.679675 0.702799 0.726275 0.749329 0.771967 0.794149 0.815198 0.832997 0.845798 0.853549 0.857145 0.860153 0.862575 0.86493 0.867302 0.870186 0.873375 0.877095 0.881161 0.885446 0.89 0.894879 0.900332 0.906362 0.912164 0.918793 0.925571 0.932935 0.940818 0.948463 0.956872 0.965363 0.973747 0.98103 0.986937 0.992187 0.99585 0.998603 0.999899 1 0.999337 0.997338 0.994304 0.990734 0.987091 0.982079 0.975572 0.967533 0.957905 0.946243 0.933095 0.918542 0.902866 0.885666 0.867624 0.849113 0.832096 0.816883 0.803907 0.792728
5,40,0.865409 0.846493 0.829463 0.815008 0.802737 0.792641 0.783938 0.777865 0.773959 0.772283 0.772381 0.773864 0.7768 0.780292 0.784125 0.788174 0.792575 0.796903 0.800638 0.803707 0.805097 0.805472 0.804834 0.803073 0.80064 0.797071 0.792494 0.787104 0.781 0.774625 0.768451 0.763021 0.757825 0.753175 0.748766 0.744265 0.74031 0.736611 0.732862 0.729371 0.726416 0.723672 0.720878 0.718355 0.716053 0.714029 0.712525 0.710936 0.709777 0.708941 0.708606 0.708166 0.707828 0.707874 0.707928 0.707119 0.705892 0.703993 0.701726 0.697481 0.691508 0.683995 0.674914 0.664056 0.651764 0.639399 0.627434 0.615795 0.604363 0.593251 0.584104 0.576951 0.571625 0.568493 0.567641 0.568324 0.56992 0.572235 0.575411 0.579582 0.584674 0.590394 0.596201 0.602627 0.608922 0.615754 0.623133 0.630282 0.638318 0.646587 0.65508 0.664183 0.673506 0.683771 0.693942 0.705524 0.716935 0.729005 0.742137 0.756018 0.770571 0.785901 0.800257 0.814179 0.827294 0.839669 0.849934 0.858781 0.865898 0.871286 0.874479 0.875945 0.875413 0.874554 0.872933 0.87071 0.868019 0.865522 0.86343 0.861506 0.859958 0.858599 0.857599 0.856981 0.85629 0.855975 0.85597 0.856357 0.856817 0.857793 0.858878 0.860135 0.861753 0.863849 0.865994 0.868585 0.871143 0.872282 0.87229 0.871193 0.868172 0.864275 0.859227 0.853024 0.84505 0.836209 0.826214 0.815608 0.80497 0.794758 0.785199 0.776432 0.768079 0.760704 0.754964 0.751416 0.749138 0.74837 0.749412 0.752595 0.757215 0.763552 0.77178 0.781445 0.792281 0.804015 0.816042 0.828957 0.842518 0.856198 0.869328 0.881415 0.892213 0.901691 0.910147 0.916907 0.921989 0.925777 0.927891 0.928722 0.928281 0.927262 0.926554 0.926025 0.925419 0.924226 0.922193 0.918854 0.914581 0.909757 0.903893 0.896742 0.889031 0.880258 0.870642 0.860106 0.849752 0.839987 0.830731 0.821955 0.813297 0.805018 0.797232 0.789903 0.782796 0.776131 0.770125 0.764317 0.758604 0.753448 0.748179 0.74347 0.739152 0.73508 0.730975 0.727414 0.724059 0.721047 0.718215 0.715652 0.713295 0.711469 0.709596 0.707942 0.70652 0.705553 0.704804 0.704209 0.703355 0.702743 0.702515 0.702378 0.702452 0.702996 0.703743 0.704844 0.706102 0.707389 0.708953 0.711203 0.713497 0.716094 0.71902 0.722002 0.725186 0.728437 0.732029 0.736116 0.740578 0.745121 0.750129 0.755207 0.760664 0.766304 0.772499 0.778876 0.784797 0.790065 0.794382 0.798052 0.8008 0.80183 0.801348 0.798865 0.794599 0.788711 0.781052 0.773154 0.764322 0.75461 0.744739 0.734673 0.724866 0.715623 0.707014 0.69896 0.691139 0.683861 0.676358 0.669576 0.663606 0.657763 0.652088 0.64666 0.641412 0.636654 0.632078 0.627616 0.623846 0.620465 0.617088 0.613966 0.610661 0.607731 0.60504 0.602541 0.600074 0.598143 0.597276 0.596967 0.597519 0.599365 0.606873 0.619003 0.635274 0.655709 0.677451 0.70056 0.724377 0.74754 0.770318 0.792727 0.814286 0.830549 0.842617 0.850539 0.85462 0.858668 0.861575 0.864258 0.867476 0.87096 0.874489 0.878208 0.882304 0.886606 0.89151 0.897583 0.903182 0.908815 0.914794 0.921009 0.927305 0.933898 0.941991 0.950053 0.958917 0.967828 0.975052 0.981378 0.987419 0.992155 0.995778 0.998364 1 0.999603 0.998252 0.995581 0.992206 0.988996 0.986022 0.981064 0.974089 0.965482 0.955327 0.944312 0.931273 0.916593 0.900667 0.883479
5,40,0.815869 0.80268 0.791709 0.78295 0.776006 0.771258 0.767911 0.766051 0.765988 0.767331 0.769739 0.772337 0.775152 0.778306 0.781677 0.785 0.787795 0.789708 0.790877 0.791017 0.79013 0.788284 0.785764 0.782569 0.778574 0.77375 0.768182 0.762684 0.757607 0.752731 0.748095 0.743704 0.739708 0.735918 0.732094 0.728476 0.725172 0.722413 0.719601 0.716995 0.714598 0.712731 0.71112 0.709459 0.708012 0.707025 0.706259 0.705756 0.70539 0.705347 0.705527 0.705927 0.706434 0.706551 0.706062 0.704904 0.703076 0.699518 0.694421 0.687507 0.679204 0.669 0.657761 0.645961 0.634506 0.62346 0.612747 0.602492 0.594375 0.588205 0.583956 0.581653 0.581648 0.583071 0.585251 0.588275 0.592357 0.597692 0.603443 0.609368 0.61546 0.622065 0.629204 0.636507 0.643962 0.652275 0.661219 0.670335 0.679684 0.690016 0.700924 0.712024 0.723785 0.736205 0.74966 0.763785 0.778192 0.7925 0.806253 0.819154 0.831184 0.842054 0.851607 0.859413 0.865209 0.868744 0.870527 0.870705 0.869731 0.868237 0.866136 0.863423 0.860596 0.857876 0.855589 0.853594 0.851856 0.85052 0.849409 0.848369 0.847621 0.847247 0.847234 0.847318 0.848019 0.848843 0.849584 0.850997 0.852555 0.854304 0.856304 0.858846 0.861283 0.863041 0.86341 0.862202 0.859842 0.856543 0.85129 0.84488 0.836759 0.827489 0.81678 0.805402 0.79373 0.782758 0.772284 0.762244 0.753151 0.746265 0.740687 0.737666 0.735943 0.73609 0.737819 0.741432 0.746864 0.753943 0.762845 0.772952 0.78366 0.795225 0.806652 0.819328 0.832689 0.84643 0.86085 0.873993 0.886054 0.896671 0.905959 0.913846 0.920399 0.925913 0.929332 0.931046 0.931437 0.929766 0.928211 0.926582 0.925169 0.923787 0.922161 0.91963 0.916185 0.911824 0.906536 0.90032 0.893529 0.885808 0.877526 0.868289 0.858379 0.848041 0.83822 0.82867 0.820012 0.811633 0.803751 0.796154 0.789041 0.782401 0.776329 0.770548 0.764879 0.75941 0.754379 0.749548 0.745137 0.740925 0.737015 0.733311 0.729814 0.726527 0.723618 0.721257 0.719102 0.717154 0.715416 0.713887 0.712296 0.71103 0.709983 0.709155 0.708549 0.708163 0.707998 0.708054 0.708331 0.708828 0.709545 0.710653 0.711856 0.713268 0.714887 0.71671 0.718892 0.721121 0.723372 0.726008 0.729207 0.732615 0.736183 0.740067 0.744151 0.748667 0.753384 0.758768 0.764249 0.77026 0.776561 0.782697 0.788258 0.7933 0.797672 0.801306 0.803662 0.804143 0.802137 0.798963 0.794212 0.787731 0.779832 0.77128 0.761784 0.752125 0.741597 0.731281 0.721255 0.712257 0.70384 0.696034 0.688444 0.68108 0.673889 0.66732 0.660911 0.655131 0.649511 0.644417 0.639479 0.6347 0.629897 0.625532 0.621301 0.617752 0.614556 0.611159 0.60823 0.605421 0.603001 0.600581 0.598154 0.596233 0.595132 0.594912 0.595267 0.596467 0.601228 0.608978 0.623011 0.642362 0.662834 0.684443 0.707076 0.729642 0.751986 0.773954 0.795512 0.814173 0.830179 0.840011 0.845321 0.850041 0.85388 0.857184 0.860406 0.863901 0.867403 0.871187 0.87526 0.87938 0.884037 0.888996 0.894542 0.900295 0.90649 0.912933 0.919792 0.92713 0.934893 0.943095 0.95175 0.960851 0.96971 0.977461 0.98467 0.990243 0.994555 0.997562 0.999438 1 0.999242 0.997366 0.994168 0.990009 0.985754 0.981518 0.976361 0.969681 0.96174 0.952147 0.940903 0.928399 0.914246 0.899232 0.883348 0.866198 0.848163 0.83089
