0.513725,0.529412,0.54902,0.586338,0.495932,0.507914,0.000679037,2.07183e-08,3.27458e-11,19349,0.616774,627.872
0.513725,0.529412,0.54902,0.5862,0.49459,0.50746,0.000685671,2.81727e-08,3.41092e-11,18484.5,0.607292,618.458
0.517647,0.568627,0.564706,0.595581,0.531825,0.521912,0.000675063,2.60277e-08,2.70269e-11,17810,0.571243,625.931
0.513725,0.564706,0.556863,0.59459,0.528492,0.520872,0.000679205,2.76669e-08,3.0727e-11,17689,0.51169,659.103
0.517647,0.568627,0.564706,0.595761,0.533819,0.523117,0.000675525,2.57042e-08,2.9314e-11,17921,0.549928,639.931
0.568627,0.537255,0.454902,0.559795,0.536578,0.486568,0.00075024,1.11184e-07,4.56112e-12,15101,0.404145,685.235
0.564706,0.533333,0.45098,0.556097,0.53282,0.482676,0.00075091,1.11712e-07,4.35271e-12,15070,0.408889,680.548
0.564706,0.588235,0.466667,0.548044,0.587583,0.514978,0.000802396,1.13268e-07,1.42536e-11,13063,0.407532,634.666
0.560784,0.584314,0.462745,0.545302,0.585039,0.512662,0.000795204,1.11129e-07,1.12073e-11,13186,0.417058,630.323
0.560784,0.588235,0.462745,0.547208,0.586851,0.513937,0.00079392,1.09848e-07,1.45594e-11,13128,0.428916,620.181
0.560784,0.607843,0.282353,0.533751,0.56767,0.411513,0.000723494,1.00492e-07,4.58996e-12,15938.5,0.659051,551.276
0.556863,0.607843,0.278431,0.532272,0.567542,0.411053,0.00072129,9.90707e-08,4.0635e-12,15959.5,0.652725,554.306
0.54902,0.741176,0.309804,0.536502,0.667144,0.413973,0.000734201,1.9134e-08,4.76878e-11,16116,0.499902,636.489
0.54902,0.741176,0.305882,0.536391,0.667143,0.413649,0.00073381,1.91851e-08,4.74366e-11,16061,0.498196,636.489
0.545098,0.733333,0.301961,0.530222,0.664051,0.399481,0.000735965,2.04947e-08,4.7125e-11,16161,0.507658,632.489
0.537255,0.615686,0.266667,0.521939,0.569138,0.397666,0.000715609,8.48456e-08,1.30384e-11,16568.5,0.626756,576.365
0.537255,0.619608,0.266667,0.52135,0.569996,0.397757,0.000715506,8.45586e-08,1.27291e-11,16583,0.624237,577.779
0.517647,0.690196,0.34902,0.493901,0.606266,0.448367,0.00072653,8.75813e-08,1.60046e-11,16073.5,0.644963,559.619
0.517647,0.690196,0.34902,0.493595,0.60678,0.448777,0.000726592,8.75262e-08,1.55735e-11,16087,0.6377,563.034
0.517647,0.690196,0.352941,0.493662,0.606605,0.449602,0.000726749,8.76421e-08,1.62429e-11,16072.5,0.639556,561.963
0.607843,0.521569,0.521569,0.599286,0.472116,0.493544,0.000705296,2.9524e-08,5.77544e-12,22030.5,0.396569,835.522
0.607843,0.529412,0.529412,0.602296,0.479641,0.502478,0.0007028,3.01916e-08,7.0395e-12,22121,0.332821,913.907
0.588235,0.556863,0.560784,0.615307,0.504555,0.523599,0.00071513,3.69421e-08,1.00316e-11,20983,0.478864,742.049
0.580392,0.560784,0.560784,0.615241,0.503385,0.522816,0.000713711,3.58929e-08,1.00323e-11,21113.5,0.560511,688.007
0.6,0.556863,0.556863,0.616691,0.501754,0.519877,0.000713264,3.58457e-08,8.51743e-12,21129,0.456566,762.593
0.552941,0.521569,0.498039,0.555897,0.518107,0.499147,0.000658518,3.37922e-09,1.47518e-11,24091,0.499652,778.392
0.54902,0.509804,0.490196,0.550503,0.515633,0.496566,0.000657896,2.68344e-09,1.49566e-11,24255.5,0.62351,699.179
0.541176,0.505882,0.517647,0.530724,0.551104,0.525679,0.000657126,3.28184e-09,1.60157e-11,23843.5,0.661179,673.179
0.541176,0.513725,0.521569,0.531896,0.552879,0.525799,0.000656247,2.84563e-09,1.58949e-11,23947,0.635919,687.907
0.541176,0.513725,0.517647,0.531851,0.552615,0.526213,0.000655833,2.65659e-09,1.59485e-11,23965,0.648568,681.421
0.580392,0.619608,0.301961,0.549919,0.58073,0.412555,0.000673006,1.65867e-08,1.47526e-11,27861,0.675324,720.024
0.580392,0.619608,0.301961,0.549737,0.580484,0.412022,0.000673406,1.62947e-08,1.44964e-11,27829,0.661675,726.995
0.545098,0.729412,0.321569,0.538186,0.646227,0.437204,0.000790537,7.70339e-08,5.29643e-11,23236.5,0.422337,831.497
0.545098,0.698039,0.34902,0.523657,0.621482,0.469647,0.000771238,9.24104e-08,3.16603e-11,197992,0.544085,2138.43
0.54902,0.737255,0.32549,0.541985,0.650467,0.442315,0.00077898,7.75228e-08,4.65743e-11,23606,0.55959,728.083
0.545098,0.694118,0.34902,0.524593,0.621582,0.47026,0.000770057,9.22371e-08,3.18442e-11,197677,0.53243,2159.99
0.54902,0.737255,0.32549,0.542504,0.650768,0.442514,0.000778684,7.68133e-08,4.75981e-11,23601,0.550878,733.74
0.529412,0.639216,0.266667,0.517834,0.579096,0.398994,0.000731086,8.56546e-08,2.8461e-11,273232,0.62592,2342.13
0.52549,0.635294,0.258824,0.509815,0.571315,0.393062,0.000682218,8.7908e-09,2.46012e-11,27982,0.424392,910.25
0.52549,0.635294,0.258824,0.510069,0.57182,0.39205,0.000682473,8.93492e-09,2.46581e-11,28006,0.531637,813.622
0.517647,0.698039,0.345098,0.489391,0.609409,0.443939,0.000768089,3.58985e-08,1.8726e-11,24285.5,0.420349,852.066
0.517647,0.701961,0.345098,0.489898,0.609645,0.445638,0.000772372,5.38801e-08,1.48342e-11,23146,0.248043,1082.88
0.517647,0.698039,0.345098,0.490089,0.61029,0.445853,0.000773317,5.42747e-08,1.48579e-11,23128,0.243921,1091.56
